area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance
140,3,1,0,-,acept,not furnished,0,2700,167,41
103,3,2,0,4,acept,not furnished,812,2750,200,36
148,4,4,4,10,acept,furnished,2580,2000,406,26
172,4,3,1,-,acept,not furnished,0,3500,114,53
93,2,3,2,5,acept,not furnished,1006,3200,350,41
72,2,2,1,4,acept,not furnished,690,2300,200,30
68,2,1,1,1,acept,not furnished,400,1500,70,20
350,4,3,4,-,acept,not furnished,0,4000,209,61
70,2,2,1,1,acept,furnished,950,3500,225,46
400,5,4,3,-,acept,not furnished,2600,6900,1017,104
38,1,1,0,1,acept,not furnished,280,690,9,11
107,2,2,1,12,not acept,not furnished,1300,8400,293,107
38,1,1,0,1,not acept,not furnished,60,950,0,13
111,3,2,0,7,acept,not furnished,1370,2500,264,32
140,4,3,2,10,acept,not furnished,2000,3800,334,49
35,1,1,0,-,acept,not furnished,0,1150,30,15
178,3,3,4,12,not acept,furnished,2180,15000,850,191
200,2,2,1,10,acept,furnished,2700,9500,600,121
33,1,1,0,1,not acept,not furnished,338,1000,63,13
90,3,2,1,2,not acept,not furnished,300,1600,140,22
65,2,1,0,1,not acept,not furnished,560,1600,67,21
320,3,3,8,-,acept,not furnished,0,5500,572,83
68,2,1,0,2,acept,not furnished,160,1320,26,20
180,6,2,3,1,acept,not furnished,0,4800,242,71
50,2,1,1,-,not acept,not furnished,0,1300,69,20
137,3,2,1,6,acept,not furnished,1480,4700,293,60
165,3,2,2,8,acept,furnished,1750,6500,779,83
180,2,2,1,15,acept,not furnished,1800,5350,0,68
220,4,4,3,12,acept,not furnished,3600,5100,892,65
85,2,2,1,1,acept,not furnished,541,2800,0,38
37,1,1,0,8,not acept,furnished,700,1400,209,19
64,2,3,2,2,acept,not furnished,400,2750,113,41
97,2,2,1,7,acept,not furnished,1770,4400,334,57
90,3,2,1,1,acept,not furnished,135,1300,115,18
130,3,2,1,9,acept,not furnished,1350,4500,209,58
128,4,2,1,7,not acept,not furnished,900,3400,59,44
58,2,2,1,12,not acept,furnished,928,4000,256,51
76,2,1,1,2,not acept,not furnished,200,900,0,12
220,2,4,2,-,acept,furnished,0,6200,1200,94
40,1,1,0,-,not acept,not furnished,30,780,17,12
235,3,4,3,2,acept,not furnished,2000,2550,1000,33
45,1,1,0,9,acept,not furnished,285,1100,55,15
47,2,1,1,4,not acept,not furnished,580,1100,0,14
471,5,6,3,-,acept,not furnished,0,14000,1297,230
50,1,1,0,4,acept,not furnished,418,520,23,7
344,3,4,4,16,not acept,not furnished,3158,15000,1231,200
38,1,1,1,12,not acept,furnished,353,1850,28,24
42,2,1,0,-,acept,not furnished,0,860,13,16
60,1,1,1,9,acept,not furnished,270,1400,101,19
500,4,6,4,-,acept,not furnished,0,13000,2200,196
49,2,1,1,5,acept,not furnished,300,1700,21,22
48,2,1,1,3,acept,not furnished,120,900,96,12
45,2,1,0,-,not acept,not furnished,0,1300,109,20
72,2,2,1,2,acept,not furnished,570,1200,60,18
400,3,2,1,-,acept,not furnished,0,1600,258,27
28,1,1,0,1,not acept,furnished,0,1750,0,23
189,3,2,2,9,acept,not furnished,2500,8500,489,110
160,3,2,0,12,acept,not furnished,1239,3900,150,50
330,4,4,2,21,acept,not furnished,1300,15000,1084,110
200,3,5,4,6,acept,not furnished,1970,1720,959,22
375,4,5,5,1,acept,not furnished,4793,15000,2805,191
68,2,2,1,7,acept,furnished,489,1877,0,24
70,2,1,1,8,acept,not furnished,850,2500,92,32
110,3,2,0,10,not acept,furnished,1260,2950,303,39
103,3,3,2,7,not acept,not furnished,1470,5600,330,71
26,1,1,0,2,not acept,not furnished,50,1500,59,20
88,3,2,2,2,not acept,not furnished,312,1200,109,16
165,3,4,3,7,acept,not furnished,1700,4500,573,58
80,2,2,0,-,not acept,not furnished,0,1100,167,17
90,3,2,2,9,acept,not furnished,433,2780,116,41
380,4,1,2,-,not acept,not furnished,0,4000,386,61
174,3,4,2,2,acept,not furnished,1936,6000,390,77
128,4,5,1,-,acept,not furnished,0,6800,71,87
160,3,4,4,2,acept,not furnished,2250,2100,480,27
168,3,2,0,1,acept,not furnished,1000,3700,417,48
100,3,2,2,1,acept,furnished,700,2200,105,28
69,2,1,1,9,acept,furnished,500,1370,56,18
300,3,3,0,-,acept,furnished,0,5000,0,82
163,4,4,0,14,acept,not furnished,1005,7500,22,100
86,3,1,1,5,acept,furnished,1000,2200,116,28
236,4,3,3,13,acept,not furnished,3070,1600,1015,21
112,3,2,0,7,acept,not furnished,1344,3900,271,51
600,5,5,6,-,acept,not furnished,0,12750,1059,192
256,4,5,4,8,acept,not furnished,3900,3000,1167,39
220,3,4,2,-,not acept,not furnished,0,3500,276,53
257,4,4,4,14,not acept,not furnished,5000,12000,1584,153
75,3,1,1,4,acept,not furnished,280,1500,66,20
400,3,1,1,-,acept,furnished,0,7650,666,117
560,4,6,5,-,acept,not furnished,0,6550,1700,99
220,4,4,5,3,not acept,furnished,1700,4600,0,59
70,1,1,1,4,acept,not furnished,1065,3500,255,46
19,1,1,0,1,not acept,not furnished,0,1200,37,16
35,1,1,0,-,acept,not furnished,0,900,11,14
70,1,1,1,4,acept,not furnished,740,2600,66,33
40,1,1,0,12,not acept,furnished,370,3300,74,42
37,1,1,0,2,acept,not furnished,330,1500,67,22
180,2,2,1,12,acept,not furnished,3400,9000,480,115
60,1,1,0,2,not acept,not furnished,600,2300,140,30
90,3,2,1,9,acept,not furnished,700,2050,60,27
208,4,2,4,-,acept,not furnished,0,4500,282,68
160,3,2,1,11,acept,not furnished,1860,4700,275,61
180,4,2,1,3,acept,furnished,770,3610,248,49
150,4,3,0,-,acept,not furnished,0,3300,800,59
75,2,1,1,-,acept,not furnished,0,1080,80,17
90,2,2,1,4,acept,not furnished,1660,1039,350,14
170,4,2,2,-,acept,not furnished,0,2900,50,44
193,2,4,4,7,acept,not furnished,1948,13000,1323,165
40,1,1,0,22,acept,furnished,473,2300,39,30
45,1,1,1,5,acept,furnished,519,3850,209,49
116,3,4,2,4,acept,not furnished,1036,8000,584,102
67,2,2,1,1,acept,furnished,650,2300,0,30
40,1,1,0,8,not acept,furnished,685,1920,117,25
140,2,3,1,-,acept,not furnished,0,3850,150,58
52,2,1,1,7,acept,not furnished,248,980,77,13
350,3,4,6,-,acept,not furnished,0,3850,834,58
420,3,4,4,-,not acept,not furnished,0,6000,417,91
204,4,4,2,-,acept,not furnished,0,3440,100,62
110,2,2,1,-,acept,not furnished,0,2200,192,34
645,5,8,8,-,acept,not furnished,0,15000,2334,226
260,4,5,5,3,acept,not furnished,3428,11000,2441,140
160,2,1,0,12,not acept,not furnished,1200,2400,0,31
50,2,1,0,-,acept,not furnished,0,1200,42,19
40,1,2,0,7,acept,not furnished,500,1800,53,24
60,2,1,0,1,acept,furnished,615,3000,84,39
30,1,1,0,12,acept,not furnished,0,1000,50,13
75,3,2,0,8,acept,not furnished,800,1615,124,12
78,3,3,1,2,acept,not furnished,930,2850,206,37
140,4,2,2,1,acept,not furnished,1000,3500,413,47
500,3,7,5,14,acept,furnished,1890,7950,900,101
80,1,1,0,-,acept,not furnished,0,971,15,18
182,3,4,2,-,acept,not furnished,164,2900,74,52
90,2,1,1,-,acept,not furnished,0,2735,19,42
103,3,2,1,2,acept,not furnished,1133,1500,137,6
180,3,2,3,2,acept,furnished,0,5100,250,75
32,1,1,0,-,not acept,furnished,550,1100,0,15
52,1,1,1,6,acept,not furnished,360,750,46,10
75,4,1,0,2,acept,not furnished,800,2200,34,29
290,4,5,4,-,acept,not furnished,0,6000,500,99
50,1,1,1,6,acept,furnished,750,2000,0,10
550,5,6,4,-,acept,not furnished,0,15000,1119,226
216,4,4,4,9,acept,not furnished,1710,2800,686,36
444,4,4,5,-,acept,furnished,0,10000,584,151
69,3,2,1,5,acept,not furnished,395,1850,65,28
76,2,1,2,3,not acept,furnished,205,2100,99,28
180,3,5,3,3,acept,not furnished,2900,8100,0,103
445,3,5,4,-,acept,furnished,3191,15000,1339,226
156,3,4,3,8,acept,not furnished,1600,4200,305,54
35,1,1,0,-,acept,not furnished,0,1100,30,14
130,3,4,3,7,acept,not furnished,1413,2400,597,31
92,3,2,1,4,acept,furnished,720,3200,75,47
200,3,2,4,-,acept,not furnished,0,8500,407,128
50,2,1,1,13,acept,not furnished,650,1300,4,17
50,2,1,0,-,not acept,not furnished,0,850,25,14
155,3,3,2,2,acept,furnished,2300,12000,700,153
1000,5,4,3,15,acept,not furnished,1255,7000,634,94
42,1,1,0,8,not acept,furnished,900,1920,34,25
58,2,1,0,13,acept,not furnished,389,1480,52,19
35,1,1,1,6,not acept,furnished,581,3365,153,43
27,1,1,0,1,not acept,not furnished,0,1167,334,16
16,1,1,0,1,not acept,not furnished,0,650,50,9
94,3,2,1,1,not acept,furnished,450,1900,125,26
83,3,2,1,11,acept,not furnished,750,2500,101,37
360,5,4,4,-,acept,not furnished,0,9000,600,148
360,5,2,2,1,acept,not furnished,550,4600,436,62
430,4,5,5,-,acept,not furnished,0,13000,474,196
29,1,1,0,1,acept,not furnished,0,1100,8,15
120,3,2,0,6,acept,not furnished,650,2490,105,33
50,1,1,1,6,acept,not furnished,1205,4500,251,58
60,2,1,0,-,acept,not furnished,0,650,42,12
45,2,2,0,-,not acept,not furnished,0,1630,84,25
250,3,2,2,-,acept,not furnished,0,12000,542,183
200,3,2,2,-,acept,furnished,0,4700,184,71
70,2,1,1,9,acept,not furnished,650,2500,105,33
48,1,1,0,-,not acept,not furnished,0,1100,9,17
70,2,1,1,2,not acept,not furnished,794,2500,14,32
73,2,2,1,6,acept,furnished,1072,5000,196,64
90,2,1,0,1,not acept,not furnished,500,2700,25,35
45,1,1,0,1,acept,not furnished,50,640,84,10
80,2,2,2,-,not acept,not furnished,0,3600,390,55
106,3,2,2,6,acept,not furnished,1400,5520,275,70
45,2,1,1,3,acept,not furnished,286,850,63,12
315,4,4,2,14,acept,not furnished,3500,7450,0,95
287,3,5,0,16,acept,not furnished,3693,12000,1421,153
230,4,3,2,8,acept,not furnished,1900,5500,48,74
42,1,2,1,6,not acept,not furnished,690,2500,313700,32
152,2,2,1,3,acept,not furnished,1100,1500,342,20
75,3,1,2,3,acept,not furnished,599,1300,74,17
94,3,2,2,3,acept,not furnished,1000,2000,42,26
70,2,2,0,5,not acept,not furnished,410,2100,13,28
59,2,1,0,15,acept,not furnished,542,1750,0,23
380,4,3,2,12,not acept,furnished,5500,15000,1000,191
217,4,4,3,1,acept,not furnished,3800,4910,1417,63
110,2,1,1,2,acept,not furnished,1200,2800,137,36
38,1,1,0,8,acept,not furnished,300,550,70,7
310,4,5,5,6,acept,furnished,3800,12000,2709,153
400,3,4,2,-,acept,not furnished,0,3150,0,48
55,2,1,1,4,acept,not furnished,250,1500,83,22
320,3,5,0,10,not acept,not furnished,4778,6000,2417,77
75,3,2,2,13,not acept,not furnished,700,1600,75,21
235,4,5,3,6,acept,not furnished,760,3300,496,44
434,5,6,0,10,not acept,furnished,2629,11000,2192,147
160,4,4,2,3,not acept,not furnished,2700,7000,275,89
108,3,2,2,5,acept,not furnished,1100,4348,250,56
280,5,5,2,1,acept,furnished,4374,12750,929,162
55,2,1,1,3,acept,not furnished,670,680,125,9
60,2,1,1,1,not acept,not furnished,800,1500,55,20
226,4,4,3,4,not acept,not furnished,3500,10000,1200,127
58,2,1,1,2,acept,not furnished,200,900,0,12
178,4,3,2,5,acept,not furnished,1700,6700,660,85
40,1,1,0,2,acept,furnished,120,1150,35,17
205,3,2,4,-,acept,not furnished,0,2490,57,38
112,3,2,3,3,acept,not furnished,1251,2500,332,32
300,4,4,3,13,acept,furnished,1850,15000,1100,200
140,3,3,2,-,acept,not furnished,0,5000,300,76
113,2,2,2,4,acept,not furnished,330,2600,116,35
96,3,2,2,1,not acept,not furnished,450,1400,120,19
55,1,2,1,4,acept,furnished,550,3500,0,45
180,2,3,3,7,acept,furnished,3300,7600,1025,54
240,7,3,4,-,acept,not furnished,0,6000,834,91
80,3,4,1,-,acept,not furnished,0,3000,0,46
230,5,3,2,3,acept,not furnished,500,2200,249,30
127,3,2,3,1,acept,not furnished,750,3000,317,40
156,4,4,3,7,acept,not furnished,900,6500,369,87
65,2,1,2,21,acept,not furnished,1111,4000,233,51
88,2,2,2,8,acept,furnished,1000,4500,134,58
107,3,2,1,-,acept,not furnished,0,2000,42,36
60,2,1,1,2,acept,not furnished,550,1200,55,16
35,1,1,0,1,acept,not furnished,230,550,9,9
243,3,5,1,2,acept,not furnished,1788,5556,667,82
30,1,1,0,-,not acept,not furnished,0,850,67,13
45,1,1,1,4,acept,not furnished,700,870,46,12
130,3,2,2,-,acept,not furnished,0,3000,167,46
80,2,2,0,3,acept,furnished,300,2800,0,41
98,2,2,1,13,acept,not furnished,1055,2166,384,28
15,1,1,0,-,not acept,furnished,0,1200,83,16
57,2,2,1,9,acept,not furnished,1080,1800,281,24
180,4,2,2,3,acept,not furnished,1000,2400,109,36
200,4,4,3,5,acept,not furnished,2715,7000,834,89
70,2,2,1,-,acept,not furnished,200,1900,55,29
350,2,1,0,-,acept,not furnished,0,2500,209,38
64,2,1,0,4,not acept,furnished,250,1700,9,25
40,1,1,0,-,not acept,not furnished,0,750,0,14
73,1,1,0,4,acept,not furnished,0,700,0,10
200,3,3,2,8,acept,not furnished,2500,12000,834,153
36,1,1,1,4,acept,furnished,719,1990,119,26
63,2,1,0,-,acept,not furnished,400,850,26,11
85,2,1,1,6,acept,not furnished,750,3500,105,45
198,5,5,2,1,acept,not furnished,1500,3801,554,49
70,3,1,1,1,acept,not furnished,315,940,64,12
60,2,1,1,12,not acept,not furnished,285,1000,20,14
90,4,3,1,2,acept,not furnished,150,950,83,13
98,2,1,0,9,acept,not furnished,380,1800,91,27
103,3,2,2,6,acept,not furnished,1150,3000,459,39
160,2,3,0,-,acept,not furnished,0,4300,124,65
100,3,2,1,8,acept,furnished,1600,4000,184,52
50,2,1,1,17,acept,not furnished,465,1000,0,13
55,2,1,1,4,acept,not furnished,671,1100,0,14
80,2,2,0,9,not acept,not furnished,600,2550,46,33
50,1,1,0,-,acept,not furnished,0,690,0,11
25,1,1,0,3,not acept,not furnished,328,1900,0,25
120,2,2,2,-,acept,not furnished,100,5500,158,83
127,3,3,2,1,acept,not furnished,804,3800,257,49
98,3,2,1,9,acept,not furnished,1350,5500,200,70
65,1,1,0,1,not acept,furnished,550,3050,25,39
86,2,2,2,2,acept,not furnished,700,1200,8,16
200,4,3,0,-,not acept,not furnished,0,15000,834,267
360,4,5,5,20,acept,not furnished,4900,10000,1666,127
65,2,1,1,2,acept,not furnished,330,1410,74,18
93,1,3,1,4,not acept,not furnished,1040,3500,33,45
187,4,5,3,5,acept,not furnished,3912,5300,1424,68
616,5,5,6,-,acept,not furnished,0,12500,1103,205
86,2,2,2,2,acept,not furnished,700,1200,8,16
139,2,2,1,4,acept,not furnished,707,4396,153,56
100,2,2,1,21,not acept,not furnished,1230,2000,13,26
285,4,4,4,9,acept,not furnished,2750,8000,1750,102
52,2,1,1,8,acept,not furnished,760,3000,145,39
39,1,1,0,10,acept,furnished,300,2000,0,26
42,1,2,1,2,acept,not furnished,217,1800,42,27
30,1,1,0,10,acept,furnished,340,1386,34,18
70,2,1,1,7,acept,not furnished,729,900,122,12
60,1,1,0,2,acept,not furnished,70,1200,50,16
90,2,2,2,7,acept,not furnished,1630,3040,322,39
61,2,1,0,2,acept,not furnished,380,850,30,13
50,1,1,0,8,acept,not furnished,320,780,25,12
48,2,1,1,8,acept,not furnished,380,1545,49,20
27,1,1,0,5,not acept,not furnished,1405,3500,1,45
100,3,3,1,4,acept,furnished,1300,2600,300,35
155,2,1,1,2,acept,not furnished,1700,4500,510,58
230,4,5,0,-,acept,furnished,0,7600,300,115
47,1,1,1,8,acept,not furnished,560,1100,46,14
55,2,1,1,-,acept,not furnished,400,730,24,10
60,1,1,1,8,acept,not furnished,340,1100,1,14
380,5,6,2,-,acept,not furnished,0,4500,125,74
180,3,2,4,-,not acept,furnished,0,11000,667,166
196,3,4,2,7,acept,furnished,2000,4600,325,68
70,2,1,0,-,acept,not furnished,350,1300,42,19
227,4,3,3,10,acept,furnished,4000,10000,1700,127
60,2,1,1,6,acept,furnished,620,2650,63,34
63,2,2,1,8,acept,not furnished,500,1960,6,29
150,3,3,2,7,acept,not furnished,1300,3400,200,44
144,4,3,2,13,acept,not furnished,1357,1750,210,23
200,2,1,0,-,acept,not furnished,0,3000,0,46
34,2,1,0,10,acept,not furnished,300,2200,15,28
74,2,3,2,24,acept,not furnished,450,3200,40,41
73,3,1,0,2,acept,not furnished,415,1800,44,27
368,4,5,6,1,not acept,not furnished,4384,8500,2037,108
160,3,2,1,7,acept,not furnished,2305,2300,205,30
120,4,3,2,4,acept,not furnished,0,3250,0,44
180,4,3,4,6,not acept,not furnished,1633,12000,695,160
290,3,3,0,-,acept,not furnished,0,6000,276,99
225,4,3,2,-,acept,not furnished,0,3995,132,61
60,3,1,1,-,not acept,not furnished,450,1087,67,14
35,1,1,0,1,not acept,not furnished,250,1305,0,17
95,3,2,1,11,acept,not furnished,1334,6500,280,83
260,4,4,0,5,acept,not furnished,562,6500,241,87
260,4,4,4,8,acept,not furnished,3150,10000,1163,127
350,3,2,3,-,acept,not furnished,0,15000,834,229
500,4,4,0,-,acept,not furnished,0,6000,467,91
42,1,1,1,2,acept,not furnished,255,2198,0,33
80,2,1,1,2,acept,furnished,1600,3500,188,45
100,5,5,2,-,not acept,not furnished,0,4500,382,68
110,2,2,2,9,acept,not furnished,1090,2300,109,30
70,1,1,0,-,not acept,not furnished,0,1520,125,23
12,1,1,0,-,not acept,not furnished,0,950,50,13
62,1,1,1,-,not acept,not furnished,0,1300,9,20
90,2,1,1,1,acept,not furnished,800,1600,84,21
220,3,3,2,11,acept,not furnished,4500,9000,584,115
197,3,2,3,3,acept,not furnished,1780,7000,425,103
214,3,2,5,4,acept,not furnished,4226,14000,2469,178
105,3,2,1,2,acept,not furnished,1200,1750,147,23
390,5,5,5,8,not acept,not furnished,1300,8000,797,107
390,4,5,4,-,acept,furnished,0,11500,784,173
105,3,2,1,5,acept,not furnished,1350,3700,380,28
270,3,6,2,8,acept,furnished,2800,3270,1000,42
260,4,4,5,5,not acept,not furnished,295,4500,407,60
344,4,3,2,16,acept,furnished,2414,3612,419,47
100,2,1,0,-,not acept,not furnished,0,2000,110,31
50,2,1,0,5,acept,furnished,460,1800,50,24
183,4,3,4,3,acept,not furnished,2380,5950,192,76
270,4,5,3,19,acept,furnished,2500,9753,1500,124
180,2,3,2,9,acept,not furnished,2000,5900,604,75
52,2,1,1,9,not acept,not furnished,350,1580,0,21
260,4,4,4,-,acept,not furnished,0,4500,0,68
38,1,1,1,3,acept,not furnished,423,1450,0,19
40,1,1,1,13,acept,not furnished,1840,2990,409,38
360,4,5,4,18,acept,not furnished,3150,7800,1350,99
160,3,3,3,8,acept,furnished,2200,8950,621,131
120,3,2,2,-,acept,not furnished,0,4800,192,73
70,2,1,1,1,acept,not furnished,280,1000,138,13
203,3,1,2,-,acept,not furnished,0,3300,117,50
18,1,1,0,1,not acept,not furnished,0,1260,0,16
50,2,1,1,5,acept,furnished,470,1550,13,20
33,1,1,0,4,acept,not furnished,400,1300,50,17
30,1,1,0,-,acept,not furnished,0,1090,75,14
330,2,4,3,-,acept,not furnished,0,6000,2000,91
60,2,2,1,4,not acept,not furnished,600,2170,67,32
144,3,4,3,4,acept,furnished,856,7200,589,92
93,2,1,1,7,acept,furnished,1200,5500,317,71
100,2,1,1,-,acept,not furnished,0,1900,84,29
71,3,1,0,1,acept,not furnished,320,1250,46,19
67,1,1,1,11,acept,not furnished,508,800,123,11
70,2,1,0,1,acept,not furnished,521,3000,50,39
300,4,6,4,2,acept,furnished,2350,13000,1387,174
240,3,2,2,17,not acept,not furnished,2680,9800,667,125
96,3,1,2,1,acept,not furnished,600,1847,15,24
200,4,3,2,10,acept,furnished,2400,4500,1334,58
54,1,2,1,6,acept,furnished,400,3500,0,45
174,3,5,3,24,acept,not furnished,1350,6800,4565,87
350,3,4,4,-,acept,furnished,0,15000,1234,226
92,3,2,2,3,acept,not furnished,300,1950,171,26
125,3,2,0,2,acept,not furnished,704,1850,384,25
308,3,4,4,-,acept,not furnished,0,8000,478,121
375,4,5,4,-,acept,not furnished,0,12750,959,192
137,3,4,2,2,acept,not furnished,1300,2200,334,28
70,1,1,0,1,acept,not furnished,200,1100,135,15
65,2,2,1,3,acept,not furnished,220,1200,96,16
107,2,2,2,18,acept,furnished,1800,12800,417,163
85,2,2,1,13,acept,not furnished,1470,4131,311,53
69,2,1,0,4,acept,not furnished,525,3000,0,22
110,3,2,1,2,not acept,not furnished,400,1400,150,19
113,3,2,3,4,acept,not furnished,599,2200,100,33
213,4,3,0,3,acept,furnished,440,5100,0,65
140,2,2,2,-,not acept,not furnished,0,2700,56,41
253,3,3,3,4,acept,not furnished,326,2400,251,32
490,4,4,3,-,acept,not furnished,0,9000,585,148
96,4,2,2,-,acept,not furnished,0,3710,412,56
23,1,1,0,25,acept,not furnished,393,2100,59,27
80,2,2,1,9,not acept,furnished,3908,5000,380,65
92,3,2,2,10,acept,not furnished,990,3500,317,45
25,1,1,0,2,acept,furnished,530,1900,350,25
220,3,2,8,-,acept,not furnished,0,4335,263,66
70,3,1,1,1,acept,not furnished,1080,2000,67,26
130,3,2,1,1,not acept,not furnished,1144,4300,167,55
120,3,2,0,5,acept,furnished,980,1800,162,24
208,3,2,1,5,acept,not furnished,1749,7000,384,89
70,2,1,2,3,acept,not furnished,240,2000,27,27
160,5,3,3,-,acept,not furnished,0,4460,321,68
214,4,3,3,1,not acept,not furnished,1760,5600,798,75
40,1,1,1,3,acept,furnished,820,3179,0,41
64,2,1,0,6,not acept,not furnished,950,3500,125,46
290,4,5,2,6,acept,not furnished,4300,10000,875,127
35,1,1,0,-,acept,furnished,220,850,9,13
138,2,3,2,13,acept,not furnished,1800,8000,455,102
78,2,3,2,3,acept,not furnished,407,2500,209,34
92,3,1,1,2,acept,not furnished,270,1900,81,26
513,3,2,2,3,acept,furnished,350,2900,100,43
58,1,1,1,1,acept,not furnished,797,1270,64,17
51,1,1,1,25,acept,furnished,714,4650,190,59
200,4,5,3,5,not acept,furnished,1900,9000,134,120
115,1,1,0,4,acept,furnished,350,1600,150,24
64,2,1,1,1,acept,furnished,2244,1900,258,25
40,1,1,1,2,not acept,not furnished,1300,1000,0,13
159,3,2,2,12,acept,not furnished,1350,1900,650,25
35,1,1,0,1,acept,furnished,0,1850,74,24
192,3,1,0,-,not acept,not furnished,0,1560,125,24
250,5,5,0,-,acept,not furnished,0,4500,0,68
43,1,1,0,5,not acept,not furnished,323,660,14,9
142,3,3,2,-,acept,not furnished,0,2000,114,33
244,4,3,3,3,acept,not furnished,600,2900,276,39
200,3,2,3,14,acept,furnished,3000,8000,667,102
55,2,1,1,4,acept,not furnished,395,700,40,9
108,4,2,0,9,acept,not furnished,1013,5500,142,70
120,3,1,0,-,acept,not furnished,0,2200,0,34
44,1,1,1,13,not acept,furnished,2102,4300,477,55
50,2,1,1,4,acept,not furnished,158,1140,0,16
87,2,2,2,15,acept,not furnished,722,3800,250,49
88,3,2,2,11,acept,furnished,1350,5870,108,75
376,3,3,2,-,acept,not furnished,0,1800,300,28
38,1,1,1,8,acept,not furnished,350,1490,46,22
45,1,1,1,15,acept,not furnished,653,880,38,12
36,1,1,0,4,not acept,furnished,1,1627,1,21
75,2,1,1,4,acept,furnished,500,1360,33,18
85,2,2,1,6,not acept,furnished,850,3000,71,39
35,1,1,0,-,acept,not furnished,0,1100,30,14
58,2,2,2,8,acept,not furnished,500,2470,0,37
90,2,3,1,-,acept,not furnished,270,2300,3,35
87,2,1,1,6,acept,furnished,300,1550,43,23
136,3,2,2,8,not acept,furnished,1490,8090,417,103
124,3,2,2,8,not acept,furnished,1250,5400,250,70
51,1,1,0,13,acept,furnished,340,2500,79,32
90,2,1,0,-,not acept,not furnished,0,1700,105,26
270,2,3,1,-,acept,not furnished,0,6500,38,116
200,4,3,2,1,acept,not furnished,1150,3400,209,44
79,3,1,0,10,acept,furnished,480,1140,500,17
40,2,1,1,1,acept,not furnished,700,3300,0,42
300,3,5,4,-,acept,not furnished,470,6600,634,100
44,1,1,0,13,not acept,furnished,450,1900,104,25
130,3,2,2,-,acept,not furnished,0,2200,0,34
180,3,4,3,15,acept,furnished,1441,6400,690,82
79,3,2,2,4,not acept,furnished,660,3200,26,41
50,1,1,1,4,not acept,furnished,530,1850,202,25
110,3,1,1,-,acept,not furnished,0,1500,50,23
17,1,1,0,1,not acept,furnished,300,2200,50,28
60,2,1,1,8,acept,not furnished,405,2100,162,28
95,2,2,0,5,acept,not furnished,900,1700,141,22
145,2,2,1,-,acept,not furnished,0,2975,190,45
125,3,4,5,-,acept,not furnished,0,10000,666,151
70,1,1,1,3,acept,furnished,750,2000,250,26
90,2,2,1,4,not acept,not furnished,900,2700,105,35
28,1,1,0,6,acept,furnished,280,2500,22,32
110,3,3,2,-,acept,not furnished,560,3200,88,49
165,3,3,3,-,acept,not furnished,0,3000,192,50
25,1,1,0,9,acept,furnished,160,1750,0,23
195,4,3,4,7,acept,not furnished,1808,2700,1067,35
70,3,1,1,3,acept,not furnished,90,900,1,12
50,1,1,0,1,not acept,furnished,640,2000,100,26
44,1,1,0,6,acept,not furnished,660,2800,110,36
245,4,5,2,7,acept,not furnished,1400,2025,234,27
46,2,1,0,1,acept,not furnished,267,1700,0,22
70,2,1,1,2,acept,not furnished,140,950,32,13
50,1,1,0,1,acept,furnished,250,750,0,10
40,2,2,1,2,not acept,not furnished,210,900,0,12
94,3,2,2,17,acept,not furnished,915,2173,295,28
323,3,5,6,-,acept,not furnished,0,10000,985,151
140,3,2,2,7,acept,furnished,2320,7400,543,96
102,3,2,1,4,acept,not furnished,1600,5000,38,65
170,3,2,1,14,not acept,not furnished,1050,4500,263,58
250,4,2,2,-,acept,furnished,600,3500,0,47
44,1,1,0,1,not acept,not furnished,0,1200,30,16
54,2,2,1,4,acept,not furnished,954,2800,199,36
125,4,4,2,8,acept,not furnished,1600,6130,217,79
80,3,1,1,8,acept,furnished,703,2500,87,32
150,3,2,4,-,acept,not furnished,0,9670,55,146
50,2,1,1,10,acept,not furnished,160,800,0,11
270,4,4,4,-,acept,furnished,0,8840,667,133
53,1,1,1,6,not acept,furnished,0,3500,0,45
486,8,4,6,-,acept,not furnished,0,25000,2200,376
200,3,1,1,-,acept,not furnished,0,3800,361,63
218,3,3,3,9,acept,furnished,1850,15000,809,191
50,1,1,1,-,acept,not furnished,0,1750,0,27
112,2,2,2,10,acept,not furnished,1100,3153,100,47
300,4,5,4,-,acept,not furnished,0,4000,362,61
75,2,1,2,-,acept,not furnished,0,1500,63,25
700,3,3,8,-,acept,furnished,1200,13500,1210,203
250,2,2,1,-,acept,not furnished,0,4800,534,73
50,1,1,0,-,acept,not furnished,0,940,50,15
91,2,2,1,14,acept,furnished,5197,9800,620,127
83,2,1,1,4,acept,not furnished,850,2330,74,31
335,4,6,4,2,acept,furnished,3500,4500,0,58
520,4,4,3,-,acept,furnished,0,12000,1688,181
235,3,2,2,5,acept,furnished,3650,7200,626,92
50,1,1,0,3,acept,not furnished,400,1500,59,20
280,5,5,4,13,acept,not furnished,3100,10000,1167,127
80,1,1,1,2,not acept,not furnished,0,1200,0,16
70,2,2,1,-,acept,not furnished,0,2100,9,27
139,3,2,0,7,acept,not furnished,1250,8000,103,102
325,4,3,0,-,acept,not furnished,0,9000,236,148
60,2,1,1,6,acept,not furnished,1064,1100,0,14
238,4,3,1,5,acept,furnished,1200,4250,300,63
50,1,1,0,-,not acept,not furnished,0,1093,0,17
